,CMG,DPZ,AMZN,GS,JPM,SCHW,LYB,DD,MOS
2017-02-17,0.006709613712246654,0.009833038452051968,0.001101740442605026,0.0037686862009451705,-0.0033136102883541962,0.0,0.002373438545694828,-0.0024424559759568254,0.013272678799616244
2017-02-21,0.011108253227750886,0.005268258481353039,0.013454428121802309,0.005511208315003513,0.008644487044156213,0.005535657292811802,0.01732832057515976,-0.0006530283981805995,0.0014885973899614324
2017-02-22,-0.010986215563259516,-0.031336175548033696,-0.0009691301880624392,-0.00011902458944113015,0.0005494377134873663,-0.0038297049443192233,-0.005395618458610363,0.04001949974215102,-0.015160750117287347
2017-02-23,-0.012230725773277107,0.018032802461865005,-0.003997092731641838,-0.0021451944883434937,0.0007687312860038542,-0.009130332038089661,-0.009360564790114267,-0.004711709887473159,-0.039239024596056105
2017-02-24,-0.0035039797557149255,-0.00010733444245591972,-0.008155454539350404,-0.01528709776766135,-0.008778836288849234,-0.00315227455138245,-0.007516647891861572,0.0028402561469729193,-0.012881043622149146
2017-02-27,0.0018294595923404877,-0.004616827197284179,0.004022482721395049,0.008005018932597752,0.0011072471505939596,0.015081634191170368,-0.01190046690257407,-0.010070521200214122,0.0038192197201682987
2017-02-28,-0.006948616453755774,0.023676068995758248,-0.004242088719402681,-0.002493216623488115,0.002101036034271031,-0.031631919552898125,-0.0009856792883101706,-0.010332545399301507,-0.0023988013916256268
2017-03-01,0.000979136628149302,-0.01243345777648397,0.009514352875576781,0.018745315754276515,0.03288440741739507,0.06384572564354585,0.029044157305365248,0.019274152780082154,-0.005129799872975349
2017-03-02,-0.006823298087101581,0.010242694651609874,-0.00488816785598345,-0.006529211188688544,-0.015597936057500261,-0.017678637189164514,-0.008060766355539095,-0.0017337386106452968,-0.019658383158135173
2017-03-03,-0.0004804636261397377,-0.001742647290126964,0.001142643194159465,0.007289092990481194,0.007162968785248358,0.005209647306916088,-0.0005418776925976143,-0.001420577079073948,-0.006574690602503042
2017-03-06,-0.010598677451808203,-0.0007933403358499902,-0.003847553226356548,-0.003479722699505916,-0.009483151885005814,-0.008009519904145335,-0.007480650355941587,0.003951937755831025,-0.018861549350122297
2017-03-07,-0.016469099543140686,0.002170355751506703,-0.0006969647787669064,-0.004404676520663897,-0.0055480227940614135,-0.01068604811875673,-0.003495106266873216,-0.005667992403501243,-0.015851600076347783
2017-03-08,0.0039516081196204755,-0.004965366777230251,0.005295450345943475,-0.00263052531699981,-0.0021880354160447313,0.00480060016589845,-0.015784495196346837,0.002058271711821158,-0.01747770907078816
2017-03-09,0.009790924935616507,-0.019484052837529853,0.002939447278418772,-0.0002397509190394942,0.003947198499175464,0.009316656012261948,-0.003229848109257305,0.004108949538534246,0.011510299841010374
2017-03-10,-0.006650776927646929,0.011045206602802393,-0.0006330697838242694,-0.007194794186681008,-0.0031672297090438173,0.005443748209643884,0.003240313830757069,0.004721445040413608,0.006551677344682982
2017-03-13,-0.0046106802766707755,0.002792202182201109,0.002498620827174447,-0.0008858288932745984,0.0008764607105209432,0.011770270360109913,0.004343549326823792,0.004229398409216323,-0.0023980064174062843
2017-03-14,-0.006824818407362376,-0.016703555630684375,-0.002410527652102701,-0.0017729554651447765,0.0016418020073190043,-0.007212916303487749,-0.01774204147046332,-0.006707200558848325,-0.017857313290384202
2017-03-15,-0.005308892622263972,0.014155838920669739,0.0005160958454508702,-0.0037946038653798864,0.0024041600478086345,0.0011721507719697488,0.026077680197954756,0.01193469033910688,0.018881253612484716
2017-03-16,-2.4888388516441928e-05,-0.0034894758302216333,0.0005276363750852386,0.005835039788450347,-0.000981010009020844,0.01896057485029945,-0.005941089412903278,-0.009000556682155603,-0.005147737765466287
2017-03-17,0.004065280747248767,-0.00425609381091796,-0.001300649824284017,-0.017242752710854292,-0.010475915907214195,-0.015391615229176647,-0.0029880137844211507,0.002662302799895988,0.006209221115047736
2017-03-20,-0.015425484778695986,-0.006167605520719044,0.005467444629579932,-0.007378699038593783,-0.007167892148618571,-0.014232448297579081,0.0024419111023754603,0.007339693644196288,0.0027423787829914392
2017-03-21,0.028130267259982356,0.0017962160379954017,-0.01606822787173301,-0.037746903317681935,-0.029323479689165044,-0.042840382238427344,-0.023809567211880545,-0.022015227879499166,-0.020854620678106728
2017-03-22,0.021569515071387046,0.0005980142470871641,0.00576375786046146,-0.008283324123741664,0.001601618330512533,-0.006923780722316031,0.0,-0.004597400207496216,0.0038406921107625447
2017-03-23,-0.0034349227358634327,0.001194528666202066,-0.0008018394176448895,0.0035920078046318693,-0.0015990572511076495,0.00024908199424578115,0.001701748525894331,0.016563090662798707,0.008695831261854803
2017-03-24,-0.0020729267716421695,-0.007594131899831935,-0.002088814407849471,-0.015049488775625286,-0.0011444970367187057,-0.0037339749435374436,-0.008380339018833727,-0.011749843031376161,-0.008620865668669042
2017-03-27,0.002270427675836739,0.005465838443885929,0.0014309457261052483,-0.01282792302682434,-0.000573058363980028,-0.01499259498045935,0.012105652751177809,0.014901523797047123,-0.003825997631842215
2017-03-28,0.027159291891565518,0.00538208113772809,0.010840547887150054,0.01707483082140948,0.015589420393818942,0.027143879412312,0.025727977821969672,0.015307698895750566,0.018505670711545852
2017-03-29,0.019027250879860347,-0.011733702375797739,0.021401878096712013,-0.0038373563761879836,-0.0037247852783347524,-0.0009881062334997637,-0.00187017241373455,-0.0018592256628506831,0.010627132040705423
2017-03-30,0.022056493002295507,0.007331752209341014,0.002310406725650971,0.012125261988427338,0.008610306614562413,0.017058377482043197,0.005951678331788335,-0.0037260313167417625,-0.004409505129119751
2017-03-31,0.003604197913005258,0.001032230397523426,0.011639279409916048,-0.0064872560894737585,-0.013366708960553808,-0.008021611163021691,-0.0008764006770886068,-0.00997140075202374,-0.005792226691933244
2017-04-03,0.016228252748736294,0.010471742104103177,0.005606082655188249,-0.0033085813576977374,-0.0036427312763632758,-0.005880947077393506,-0.010198631773637667,-0.0075543229687035085,-0.009253046900348338
2017-04-04,-0.007377131613231613,0.0006982003231246203,0.017184301509601818,0.0013102433710832084,0.0033322447597277094,-0.008380476392487846,0.004763750179521242,0.0022199566769316448,0.008647635098138151
2017-04-05,0.006742170300185313,-0.0065465765775548634,0.0027017495033232475,-0.006978672885960213,-0.012827741422367978,-0.0186430424810482,-0.0252505520619426,0.0050634366872430725,-0.005486915015805893
2017-04-06,-0.004751997800554353,0.004645262723790067,-0.012097466755439101,0.004304523191391851,0.003364955532705105,0.014690918651268259,0.00893693104035398,0.0014168815838919713,0.006551677344682982
2017-04-07,-0.0065513605699668576,-0.05827959037430208,-0.003785055396937742,-0.0033239135404551368,-0.003468983626888189,-0.003993931912610216,-0.004484886850645298,-0.00660275873091376,-0.011647607589114872
2017-04-10,0.015513932351723492,-0.008049873013285302,0.013588452441311683,0.00443196840394422,-0.003481162866133314,-0.015037276990209847,-0.0029283501441464965,0.0012660593377136209,0.0031192562818462832
2017-04-11,-0.0028176428254300667,0.010129348294790397,-0.005159665583149842,-0.005024135436473065,-0.0017464541216940521,-0.009415100069611104,-0.005760945960016639,-0.012328256039954577,-0.008638392291711927
2017-04-12,0.011810167998930643,-0.0021650708191370827,-0.006793286071941518,-0.008738076865734468,-0.0038496493437648605,-0.013614237818946329,-0.019086657760229886,-0.009121492800794884,-0.018822020404842488
2017-04-13,0.011497739595277112,-0.006223915892949128,-0.012898454814163851,-0.010764134033290018,-0.011709306145171405,-0.02265609936281321,-0.016562122571229465,-0.01388868109117436,-0.024511504857084865
2017-04-17,0.013524048999795868,0.0057459400484711765,0.01957786036312048,0.01316483773437116,0.017298487015170005,0.01625362712159406,0.0043573993124583765,0.010972621941776062,-0.0036415151947870594
2017-04-18,-0.00293686786224856,0.009083487914756105,0.0019845104652858048,-0.047157882314142974,-0.008152744727264238,-0.006030478302404552,0.006566432394222943,-0.004049779633595207,-0.011695938287492047
2017-04-19,0.018035861589553503,-0.005208502875033161,-0.005067607066505442,-0.006957808960542655,-0.008219967800526251,0.009759991656502764,-0.003611222655529267,0.0011386509320117089,-0.007766251695941806
2017-04-20,0.0029982036627365094,0.006829484272388164,0.0031806396643336843,0.018543711341217906,0.012905958697130293,0.010449385594731186,-0.00023383426671574892,0.006336431765586514,0.010063281528148726
2017-04-21,0.001463202968330135,0.013509668711170875,-0.003913314530636147,-0.005502949062912044,-0.01204024111135682,-0.009048474286839525,-0.0010524401542343353,0.003551706810244859,-0.01586731945303932
2017-04-24,-0.021499066713353776,0.007194621585709937,0.009882814370667736,0.02932731199342209,0.03525810692042142,0.022436387877698083,0.012877445428934431,0.010617507278602112,0.01574814447086026
2017-04-25,0.00633546186259748,0.0,0.00023146894751158165,0.015276585786873742,0.00868579059502328,0.010972178068051175,0.005663386647663415,0.031677800239956255,0.016611338657302133
2017-04-26,0.023804434959057152,0.0020488502897675342,0.0018399750444610952,-0.0018973531852043424,0.001925940673508153,0.011105572827539323,0.0005749968932668992,-0.007406292192484121,-0.004357548452469495
2017-04-27,-0.002049711700846224,0.02536460741184765,0.00999677301508961,-0.0017240393950155308,-0.009272781154497034,-0.02021946549092024,0.0041346915141273755,-0.01772091174751611,0.0010943202070974323
2017-04-28,-0.015622404106425014,-0.022419789658021605,0.007197490485894464,-0.008901298552793313,-0.006962917652884815,-0.010191248984065981,-0.030427645805621073,-0.006172170170788971,-0.018943642668563743
2017-05-01,0.006554651176178039,0.004245200575235142,0.025124568738659425,0.004691507810637541,0.0006897936176046837,0.022651364042879596,-0.015337606682772287,-0.004458296649438087,-0.0022278648835470927
2017-05-02,0.019431297458468055,0.012351756004525427,-0.0013604062874136291,0.001200818962149075,-0.006432235663197172,0.007550757584264378,0.0009587205915309038,0.0,-0.07145520638698488
2017-05-03,-0.014151880084957269,0.014424143372437026,-0.006241191801434343,0.0052861172288842795,0.005780096475526131,0.009243304989188461,-0.019870749948446176,-0.012955996471042508,-0.052905863129104724
2017-05-04,-0.01577183429165574,0.017747257256889526,-0.0037193127310027885,0.001237243222057982,0.0011498269056831045,-0.0059408327904793,-0.005617933763364724,-0.004699157875424964,-0.013118981770986249
2017-05-05,0.006138852527419525,0.0143391416541081,-0.003605190686853832,0.0012357891168157664,-0.001148506322212417,-0.0007468383198991901,0.03365290698129897,0.027189477469966805,0.005574711760197859
2017-05-08,-0.008731314965427783,-0.004297798275508358,0.015939607113341525,-0.008110503169191041,0.0011498269056831045,0.006977264581830234,-0.040161761905076254,-0.011412025663398828,0.003838152107969117
2017-05-09,0.01693730465818799,0.015965371653365645,0.003982954930507487,-0.005643535886992845,-0.00401869684317957,0.002227058702463758,0.013988564264498349,-0.008658136007012374,-0.002124172913219091
2017-05-10,0.015215095006844592,0.0015868134177232651,-0.004061638578303994,0.005005220112470843,0.007838784488178874,-0.0066797707956463,0.0067148225423054875,-0.001940812609716791,-0.0012770624494254923
2017-05-11,0.004317206381249106,-0.0014821103932159962,-0.00140150282073348,-0.0005335758760416365,-0.0030880898834220183,-0.003237764806867993,-0.0059426018842255734,0.0024308308428917513,0.010230078470434778
2017-05-12,0.0016580643101813397,-0.0005115391830136096,0.014488941596833227,-0.008631401805809125,-0.0027536991703391855,-0.010245091980048526,-0.011345401877240757,0.002909806784044955,-0.03333337015711657
2017-05-15,0.012220814481895603,0.006349687799751758,-0.0035159417320134168,0.01032215404135206,0.004831869713458836,0.023479174482814225,0.018385900992110127,0.00580263178435847,0.023570484562521976
2017-05-16,0.0016757527486521706,-0.0014756997437690433,0.008455434019437602,0.0021324044570587564,0.003091579041969883,0.0032066166899038517,0.006421545507757198,-0.0016024414335710224,-0.0017057404120915942
2017-05-17,-0.0328738412436439,-0.024308137092848292,-0.0220584873112859,-0.05265976989326193,-0.03812347587546039,-0.06269987966416857,-0.03708135215839692,-0.03370798451184298,-0.02562991003859938
2017-05-18,0.010232798698523782,0.016974842488208575,0.014532803344671885,0.006737732475156966,-0.003678930757097465,0.005509189626624167,0.005376366907825947,0.006312348796517764,0.0017533346512628167
2017-05-19,0.0005157404073039551,0.005598121537363943,0.0014084877005076102,0.0010692946057437869,0.009766674723050706,-0.0018265125344010258,0.008581019810546708,0.011720115002622933,0.03501104603019378
2017-05-22,-0.004536138340484053,0.015423741325852669,0.01128313229309863,0.002924813600359677,-0.00094342233052358,0.006795840883882187,-0.009864225221397849,-0.005057808361563998,-0.02325586544414382
2017-05-23,-0.01613539718520718,0.002162780100581241,0.0008962673682750832,0.016757456418683647,0.012514598574736802,0.009086138035024227,0.0033623645401992253,-0.003279906606316718,0.009523761364371497
2017-05-24,0.007999974300986867,0.033726493931144574,0.009068122152297464,0.019076956496349995,-0.0005830700018908397,0.0036015402414402153,0.013156094475548663,0.011023468208344323,-0.007718579223174538
2017-05-25,0.005409412952175563,0.010049803390024037,0.013291107520177148,-0.0060761150166863676,-0.004200324278646472,0.010253801025809528,-0.011760165767281783,-0.01301879206496559,-0.010371637205497053
2017-05-26,-0.0025759170614677585,-0.004758477120571314,0.002416049239541307,0.004764717557035558,0.00011746682581126322,0.002791193266475478,0.0007437012717208535,0.00676015590532697,0.01135355748055078
2017-05-30,-0.00926789908574377,0.006954768022494839,0.0009238510168030345,-0.01957092972603658,-0.017104254088102122,-0.021761128477006286,-0.002105959366090371,-0.0027841892728517337,-0.0030420981407313086
2017-05-31,0.0034685597102028787,0.01549231273497309,-0.0020868886016521815,-0.03278085375177131,-0.020858275040481766,0.0023278150173706713,-0.0004963289663024728,0.017572766884359492,-0.013513631384693414
2017-06-01,0.013093118089632316,0.017098232684493064,0.0013372266549704914,0.017750632212655493,0.01107753131845901,0.024516377404777856,0.011680542733372823,0.012911341230328999,0.007070557114736031
2017-06-02,-0.011435067637516005,0.012584530381713144,0.010823789217132784,-0.007906684551049148,-0.005056740672473081,-0.01889155495923378,-0.0063315666679233384,0.00462063464281659,-0.012725112718238063
2017-06-05,-0.011441841439330136,-0.004356702173114235,0.004579243496091179,0.003187958539677238,0.001815250108501587,0.003851084545783756,-0.01411795104939817,0.002537932550530586,0.00444465273921657
2017-06-06,-0.004485812716479631,0.00345459889316424,-0.00824648102164205,0.00252349715245459,0.0020536203826535537,-0.009718702246573008,0.0029148571014188107,0.008226543677264386,0.0
2017-06-07,-0.017535282705644528,0.0013771412685226192,0.007048860527522072,0.0058266097166415065,0.011451051413450042,0.0038739604575621644,0.0012635256665902705,0.003922592883357723,-0.015486784231261153
2017-06-08,-0.005495118197760163,-0.0012377226227675564,0.00019797283670675014,0.013810310696970918,0.01239398968090577,0.022896594252983737,0.003028660518365589,-0.00015617406083301422,0.013483146471593654
2017-06-09,0.00252344766244339,-0.053653495721240674,-0.031635098854680854,0.01682211407497558,0.02366121387922937,0.03848101515514357,0.030196370258560146,0.012037061069176014,0.04257215207664977
2017-06-12,0.001518892655272941,-0.010281792990908034,-0.013697130252466216,-0.002382694594000201,0.00022986598126051305,0.01428905955758375,-0.0012214921237891918,-0.011276066355885406,0.0017013468215496541
2017-06-13,0.005784884624310704,0.023525529492243402,0.016457546404488266,0.010319435036176161,0.00333429046085687,0.004059197945324167,0.014306939566964827,0.0195282070290117,0.006369426751592355
2017-06-14,-0.009758301597055041,0.010364662816477077,-0.004404604411325286,0.01030320791538708,-0.002062671442124242,0.00594542426342759,-0.02435244982995033,-0.011186127141201596,-0.040506329113924044
2017-06-15,-0.008744999874528037,-0.004749375991340066,-0.012596427099190954,-0.014480401111561347,-0.005970769581675417,-0.004255389828897949,-0.009761262039815866,-0.006663467883882168,-0.018030049907195034
2017-06-16,-0.01005117070441175,0.006108367453289576,0.024414822186134,-0.006361119799753179,-0.004504898079797703,-0.004748492717484343,0.009233889422707975,0.004523853274894796,0.017017437965667348
2017-06-19,0.01733580302756521,0.023192824056938344,0.007552768927631126,0.019476090649276356,0.021930891351161996,0.012881896267204596,0.0051929054441801625,0.01289065616614482,0.006604932870907021
2017-06-20,-0.07258503256145954,-0.003244971022852927,-0.0025924777666052057,-0.004554855746099595,-0.00624503474111382,-0.007536384361470971,-0.014760349377861415,-0.0018400250883163771,-0.027996449435751414
2017-06-21,-0.018796992211636,0.004929654924900495,0.009711934042506698,-0.011594902398850415,-0.004570450521369729,-0.009255082070186882,-0.0066165107961067005,-0.02181264381337178,-0.015751368348120742
2017-06-22,0.00795020899352128,0.009255445047931632,-0.0009279538602157134,-0.012225158399503555,-0.001147833266339715,-0.0028739734184365373,0.005529623039929765,0.0023556307093530737,0.02057604019507231
2017-06-23,-0.013399255128090481,-0.004768568652032235,0.002436865101283159,-0.011739494736178857,-0.0018387871856244686,-0.00024049880098930831,0.0019997605830888165,-0.005640001221415947,0.029121746879883226
2017-06-26,-0.0031063584779277287,0.0084311217954538,-0.009723612882453048,0.01496384931796757,0.004374740961853529,0.0055263253974828785,0.008981089741169734,0.001575331975078198,0.011319259370373924
2017-06-27,-2.4105046697475707e-05,-0.026224492201404215,-0.017304182934144485,-0.0007259586242651661,0.009284754874189671,0.018399100064176555,0.014587786008495529,-0.007550760058303796,-0.025828843578221017
2017-06-28,0.006980975057162331,0.002158326333257854,0.013872066463946231,0.01334643057493512,0.020102297971333005,0.005396467611562095,0.02107930018200932,0.009899766591489056,-0.0022091622628577223
2017-06-29,0.005541290056014558,-0.013342630828548585,-0.014540555710960135,0.005331380601841795,0.01480744992252081,0.0037338481610358354,-0.00035811851331291056,-0.00853764443495253,0.001328520695041746
2017-06-30,-0.0073476468965155695,0.0037009858878955804,-0.008125575079485081,-0.011184864878205913,0.0027427598889273597,-0.001162581974803234,0.007401257616312051,0.0057405852002947455,0.00973023765890213
2017-07-03,0.002955973205258866,-0.007611410289975251,-0.014814108389417546,0.024244870452032163,0.020352042933436065,0.012104507132276288,0.01149449535395286,0.013794416635373175,0.04117366027930869
2017-07-05,-0.009776404053244647,-0.009003213028662915,0.018602039774678225,0.0033440261334649612,0.010026992548786362,0.004599683339610694,-0.023430655672938783,-0.008132631872508678,-0.03786260829730259
2017-07-06,-0.001185699296733178,0.0038935745505486175,-0.006444301571102318,-0.005919864093041904,-0.003202177207782153,-0.004578623123112857,-0.0037185867832558728,0.0022075510411432298,-0.020550910332972183
2017-07-07,0.0027376801436120868,0.016663693377545252,0.014111937258636909,-0.006220153646428472,0.005032632407032889,-0.0036798406194691324,0.010596267337729115,0.005191689050738413,0.00892854112106245
2017-07-10,-0.015318144026388314,-0.0032970114894642633,0.01809436157060018,0.0024858547861736913,-0.0070321069807339764,0.007156030122275725,0.0032169224873856983,0.009860903477777683,0.05309743210260853
2017-07-11,-0.028143789876715175,0.002315580273588358,-0.0023483010247660197,0.004914967561916894,-0.003863274136253536,-0.01214753543979119,0.003087660389253566,0.00046491558029027047,-0.005462380431609737
2017-07-12,0.0021965907500021142,0.006741597819952094,0.012453089005661555,0.0019386929284062049,-0.0034469890806961834,-0.0011601540490475681,0.01491862627708973,0.026800756952336968,-0.004224616542609305
2017-07-13,0.007784346247302842,-0.01447034783855028,-0.0058419432575773644,0.01323707736179891,0.006377473719902493,0.0030197522636044027,-0.0027999463105280453,-0.010108634893702284,0.01187928079466194
2017-07-14,-0.010524002306593006,-0.005892176288176398,0.001179219208357063,-0.007812425564100445,-0.00912983610849849,-0.0032423374307015695,0.0045624946445403936,0.009602395055664958,-0.005450510942928255
2017-07-17,-0.009675837359953032,-0.004588460526532501,0.00821511113764739,0.0028871236942478173,-0.009322428814608652,-0.0025557834934671897,-0.0025621441688562507,-0.0018116445062139608,0.01011812763223574
2017-07-18,-0.04341833932059147,0.015365859157461248,0.014266780755591402,-0.025952987379923687,-0.0035013985889768007,-0.0016304193722176397,-0.004670016093878959,-0.005595989247507038,0.0004173065380836949
2017-07-19,-0.005733704067070633,0.005060481606646849,0.0023622115853150216,-0.0019702940514149114,0.001427514273438124,-0.01609903367484622,0.022404748717233414,0.015513604899075162,0.023779555717611478
2017-07-20,-0.04500710614392711,-0.00037655445585171865,0.0017821758638392193,-0.0025575893258301674,0.0,-0.0007112888800546724,-0.001606249644015345,-0.005691410446615808,-0.004482369236236017
2017-07-21,-0.03008002196957138,0.0036718460773952355,-0.002945478717979899,-0.009536628886081644,-0.0033990704181950937,0.00023720043388197887,-0.0017241012473430128,-0.003765499900200142,-0.0024560785630626247
2017-07-24,-0.015520893636421285,0.0035172740686317816,0.012947588238978236,-0.009083627475100942,0.00429082843352413,-0.004507774636853035,0.004374610769018572,0.0012096191311419258,-0.00861723481447596
2017-07-25,0.02541321210559877,-0.10080856183147202,0.0008855370482221403,0.015583460300905072,0.016651781332333027,0.023593902825935542,0.008022731539077732,0.009513667143304483,0.002483526871525532
2017-07-26,-0.023004959916243406,-0.03102926242485171,0.012434239603503539,0.0030238599844383263,-0.009374815088987187,-0.003957977117611922,-0.006935449655644965,-0.006432214169398542,-0.02559865264944461
2017-07-27,0.02712856743627534,-0.021455446621951424,-0.006458969538946313,-0.0034646114631988745,-0.004133728301014328,-0.005610127371299067,-0.009274265218546907,0.0021224974207165737,0.011864435376747418
2017-07-28,0.0018865872084903312,0.003617786682606372,-0.02481836242119062,0.009617225431225451,-0.0029489727141052136,0.00023497007708406237,0.03883055128855961,-0.006354185339482288,0.01214394187974488
2017-07-31,-0.01920117257154952,0.01862464960792143,-0.03162619107383857,0.007691779659692255,0.0056964344198169314,0.008225860816150066,0.002224726834938462,-0.021924488167512246,-0.001241042674532622
2017-08-01,0.01009396204322277,-0.000268074101524296,0.008514076201260101,0.007411545749433479,0.013398805707363959,0.005361150171620865,-0.009212946228793095,0.007005012073213912,-0.05178116251095788
2017-08-02,0.01100105814897745,0.0316441482768226,-0.0003012116935388054,-0.003215961978569437,0.0008598230902310267,-0.0025504502142722485,-0.009970811050702966,-0.006028717678676965,-0.02796000685684652
2017-08-03,-0.016236575647101126,0.030568959583699762,-0.009006974389444977,-0.01007648447395848,-0.00655122142046094,-0.0032543016497305066,0.004300124615433276,-0.013530169902093325,0.003146007556964925
